LED Item ,M365L2-C1,,,M365LP1-C1,,,M385L2-C1,,,M385LP1-C1,,,M405L3-C1,,,M405LP1-C1,,,M455L3-C1,,,M470L3-C1,,,M505L3-C1,,,M530L3-C1,,,M590L3-C1,,,M617L3-C1,,,M625L3-C1,,,M660L4-C1,,,M730L4-C1,,,M780L3-C1,,,M810L3-C1,,,M850L3-C1,,,M940L3-C1,,,MCWHL5-C1,
Approximate Total Beam Power with Collimation Adapter for Olympus BX and IX Microscopes (mW),120,,,505,,,170,,,795,,,665,,,750,,,500,,,350,,,210,,,170,,,80,,,320,,,380,,,590,,,240,,,210,,,245,,,480,,,430,,,440,
Scaling Constant,1.23E+01,,,3.76E+01,,,1.35E+01,,,5.92E+01,,,2.90E+01,,,4.58E+01,,,2.08E+01,,,1.66E+01,,,5.49E+00,,,4.09E+00,,,5.38E+00,,,1.74E+01,,,1.98E+01,,,2.31E+01,,,5.82E+00,,,5.61E+00,,,6.73E+00,,,1.39E+01,,,5.87E+00,,,8.26E+00,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,522.44275,0.00E+00,,587.790158,4.12E-02,,522.44275,0.00E+00,,587.790158,3.03E-02,,588.246,2.46E-02,,587.790158,4.06E-02,,523.68463,1.04E-04,,582.57,1.32E-02,,522.44275,3.73E+00,,582.57,-6.08E-03,,582.57,6.64E-01,,523.68463,1.71E-04,,523.68463,1.58E-04,,587.79016,3.72E-02,,587.790158,1.27E-03,,786.15274,4.84E+00,,587.790158,-2.91E-03,,785.45453,0.00E+00,,786.15274,4.95E-02,,587.79016,1.52E+00
,522.5575,1.43E-02,,588.0189214,2.51E-02,,522.5575,9.15E-03,,588.0189214,-2.53E-02,,588.47442,1.97E-03,,588.0189214,-2.06E-04,,523.80202,1.10E-04,,582.8,-2.32E-02,,522.5575,3.65E+00,,582.8,-2.52E-03,,582.8,7.41E-01,,523.80202,1.67E-04,,523.80202,2.28E-04,,588.01892,1.27E-02,,588.0189214,7.11E-04,,786.31831,4.82E+00,,588.0189214,-6.61E-03,,785.62018,0.00E+00,,786.31831,5.25E-02,,588.01892,1.50E+00
,522.67226,3.78E-03,,588.2476964,4.18E-02,,522.67226,0.00E+00,,588.2476964,2.66E-02,,588.70284,1.65E-02,,588.2476964,4.27E-02,,523.91943,1.41E-04,,583.03,9.80E-03,,522.67226,3.62E+00,,583.03,8.17E-03,,583.03,7.45E-01,,523.91943,1.79E-04,,523.91943,2.54E-04,,588.2477,3.56E-02,,588.2476964,-7.11E-04,,786.48389,4.80E+00,,588.2476964,8.46E-03,,785.78583,0.00E+00,,786.48389,5.32E-02,,588.2477,1.51E+00
,522.78703,4.62E-03,,588.476483,4.65E-02,,522.78703,7.74E-03,,588.476483,-1.65E-02,,588.93128,5.83E-03,,588.476483,4.70E-03,,524.03683,1.49E-04,,583.26,-1.20E-02,,522.78703,3.62E+00,,583.26,-7.80E-03,,583.26,8.16E-01,,524.03683,1.83E-04,,524.03683,2.15E-04,,588.47648,2.38E-02,,588.476483,1.86E-03,,786.64946,4.77E+00,,588.476483,-5.49E-05,,785.95149,0.00E+00,,786.64946,5.53E-02,,588.47648,1.49E+00
,522.9018,0.00E+00,,588.7052813,4.97E-02,,522.9018,0.00E+00,,588.7052813,3.03E-02,,589.15973,4.05E-02,,588.7052813,4.40E-02,,524.15424,1.30E-04,,583.49,-6.44E-03,,522.9018,3.61E+00,,583.49,-4.10E-03,,583.49,8.60E-01,,524.15424,1.62E-04,,524.15424,1.35E-04,,588.70528,4.27E-02,,588.7052813,8.59E-03,,786.81504,4.76E+00,,588.7052813,-1.42E-03,,786.11715,0.00E+00,,786.81504,5.49E-02,,588.70528,1.50E+00
,523.01657,3.51E-03,,588.9340912,3.37E-02,,523.01657,1.66E-02,,588.9340912,-3.14E-02,,589.38819,1.30E-02,,588.9340912,1.72E-03,,524.27165,1.15E-04,,583.72,-1.32E-02,,523.01657,3.58E+00,,583.72,-6.22E-03,,583.72,9.30E-01,,524.27165,1.74E-04,,524.27165,1.58E-04,,588.93409,1.15E-02,,588.9340912,-8.81E-03,,786.98063,4.67E+00,,588.9340912,-3.27E-03,,786.28282,0.00E+00,,786.98063,5.72E-02,,588.93409,1.50E+00
,523.13135,0.00E+00,,589.1629127,4.26E-02,,523.13135,0.00E+00,,589.1629127,2.87E-02,,589.61666,2.57E-02,,589.1629127,4.62E-02,,524.38907,1.10E-04,,583.95,-1.93E-02,,523.13135,3.53E+00,,583.95,-1.46E-03,,583.95,9.46E-01,,524.38907,1.69E-04,,524.38907,1.31E-04,,589.16291,3.90E-02,,589.1629127,-6.60E-05,,787.14622,4.64E+00,,589.1629127,1.30E-02,,786.44849,0.00E+00,,787.14622,5.71E-02,,589.16291,1.50E+00
,523.24613,7.51E-03,,589.3917459,3.79E-02,,523.24613,3.07E-02,,589.3917459,-2.66E-03,,589.84515,3.54E-03,,589.3917459,3.96E-03,,524.50649,1.38E-04,,584.18,-2.10E-02,,523.24613,3.45E+00,,584.18,3.42E-03,,584.18,1.02E+00,,524.50649,1.84E-04,,524.50649,1.90E-04,,589.39175,2.45E-02,,589.3917459,-5.00E-03,,787.31181,4.60E+00,,589.3917459,2.73E-03,,786.61417,0.00E+00,,787.31181,5.87E-02,,589.39175,1.48E+00
,523.36091,0.00E+00,,589.6205906,4.69E-02,,523.36091,0.00E+00,,589.6205906,3.15E-02,,590.07364,1.75E-02,,589.6205906,4.14E-02,,524.62391,1.25E-04,,584.4,3.95E-02,,523.36091,3.49E+00,,584.4,3.69E-03,,584.4,1.05E+00,,524.62391,1.72E-04,,524.62391,1.18E-04,,589.62059,3.77E-02,,589.6205906,2.85E-03,,787.47741,4.55E+00,,589.6205906,6.77E-03,,786.77985,0.00E+00,,787.47741,5.85E-02,,589.62059,1.50E+00
,523.4757,8.17E-03,,589.849447,3.69E-02,,523.4757,7.74E-03,,589.849447,-1.52E-03,,590.30215,-9.39E-03,,589.849447,4.10E-03,,524.74134,1.30E-04,,584.63,-2.99E-02,,523.4757,3.43E+00,,584.63,-6.22E-03,,584.63,1.13E+00,,524.74134,1.67E-04,,524.74134,1.65E-04,,589.84945,2.84E-02,,589.849447,-7.84E-03,,787.64301,4.51E+00,,589.849447,3.28E-03,,786.94553,0.00E+00,,787.64301,6.07E-02,,589.84945,1.48E+00
,523.5905,0.00E+00,,590.078315,3.53E-02,,523.5905,0.00E+00,,590.078315,4.40E-02,,590.53067,1.85E-02,,590.078315,3.60E-02,,524.85877,1.12E-04,,584.86,2.55E-02,,523.5905,3.46E+00,,584.86,3.85E-04,,584.86,1.15E+00,,524.85877,1.73E-04,,524.85877,1.03E-04,,590.07831,4.64E-02,,590.078315,1.90E-03,,787.80862,4.51E+00,,590.078315,5.15E-03,,787.11122,0.00E+00,,787.80862,6.06E-02,,590.07831,1.49E+00
,523.7053,1.73E-02,,590.3071945,3.71E-02,,523.7053,2.14E-02,,590.3071945,-2.17E-02,,590.7592,-1.72E-03,,590.3071945,2.07E-03,,524.9762,1.42E-04,,585.09,-1.40E-03,,523.7053,3.38E+00,,585.09,-4.24E-03,,585.09,1.26E+00,,524.9762,1.71E-04,,524.9762,1.40E-04,,590.30719,2.25E-02,,590.3071945,4.28E-04,,787.97423,4.43E+00,,590.3071945,1.61E-03,,787.27691,0.00E+00,,787.97423,6.23E-02,,590.30719,1.47E+00
,523.8201,0.00E+00,,590.5360857,3.55E-02,,523.8201,0.00E+00,,590.5360857,3.71E-02,,590.98774,2.92E-02,,590.5360857,3.65E-02,,525.09364,1.51E-04,,585.32,2.04E-02,,523.8201,3.36E+00,,585.32,-3.71E-03,,585.32,1.26E+00,,525.09364,1.85E-04,,525.09364,1.12E-04,,590.53609,4.46E-02,,590.5360857,4.14E-03,,788.13984,4.39E+00,,590.5360857,-1.39E-03,,787.44261,0.00E+00,,788.13984,6.23E-02,,590.53609,1.48E+00
,523.93491,1.96E-03,,590.7649885,2.92E-02,,523.93491,1.69E-02,,590.7649885,-1.66E-02,,591.21629,6.07E-03,,590.7649885,3.30E-03,,525.21108,1.57E-04,,585.55,-2.38E-02,,523.93491,3.34E+00,,585.55,-3.58E-03,,585.55,1.38E+00,,525.21108,1.84E-04,,525.21108,1.31E-04,,590.76499,3.10E-02,,590.7649885,1.43E-03,,788.30546,4.38E+00,,590.7649885,-3.18E-03,,787.60831,0.00E+00,,788.30546,6.46E-02,,590.76499,1.47E+00
,524.04972,0.00E+00,,590.9939028,4.86E-02,,524.04972,0.00E+00,,590.9939028,3.14E-02,,591.44486,3.59E-02,,590.9939028,4.17E-02,,525.32853,1.45E-04,,585.78,2.32E-02,,524.04972,3.31E+00,,585.78,5.80E-03,,585.78,1.36E+00,,525.32853,1.74E-04,,525.32853,1.33E-04,,590.9939,5.04E-02,,590.9939028,8.82E-03,,788.47108,4.32E+00,,590.9939028,5.43E-03,,787.77402,0.00E+00,,788.47108,6.47E-02,,590.9939,1.47E+00
,524.16453,1.62E-02,,591.2228288,2.58E-02,,524.16453,7.04E-03,,591.2228288,-2.96E-02,,591.67343,-1.10E-04,,591.2228288,-2.27E-03,,525.44597,1.39E-04,,586.01,7.00E-03,,524.16453,3.31E+00,,586.01,7.65E-03,,586.01,1.45E+00,,525.44597,1.84E-04,,525.44597,1.67E-04,,591.22283,2.98E-02,,591.2228288,7.93E-04,,788.63671,4.27E+00,,591.2228288,-3.21E-03,,787.93973,0.00E+00,,788.63671,6.59E-02,,591.22283,1.44E+00
,524.27935,0.00E+00,,591.4517663,4.03E-02,,524.27935,0.00E+00,,591.4517663,2.74E-02,,591.90202,2.70E-02,,591.4517663,3.85E-02,,525.56342,1.51E-04,,586.24,-3.08E-03,,524.27935,3.27E+00,,586.24,-7.54E-03,,586.24,1.50E+00,,525.56342,1.79E-04,,525.56342,1.82E-04,,591.45177,5.34E-02,,591.4517663,2.49E-03,,788.80234,4.23E+00,,591.4517663,5.99E-03,,788.10545,0.00E+00,,788.80234,6.59E-02,,591.45177,1.47E+00
,524.39417,0.00E+00,,591.6807154,3.33E-02,,524.39417,1.15E-02,,591.6807154,-2.44E-02,,592.13062,-3.56E-03,,591.6807154,1.79E-03,,525.68088,1.35E-04,,586.47,-4.11E-02,,524.39417,3.29E+00,,586.47,-2.12E-03,,586.47,1.63E+00,,525.68088,2.14E-04,,525.68088,1.63E-04,,591.68072,3.70E-02,,591.6807154,-8.84E-04,,788.96797,4.14E+00,,591.6807154,-1.18E-02,,788.27117,0.00E+00,,788.96797,6.78E-02,,591.68072,1.45E+00
,524.509,0.00E+00,,591.909676,3.60E-02,,524.509,0.00E+00,,591.909676,4.23E-02,,592.35923,1.80E-02,,591.909676,3.67E-02,,525.79834,1.34E-04,,586.69,4.20E-03,,524.509,3.32E+00,,586.69,-1.46E-03,,586.69,1.67E+00,,525.79834,1.82E-04,,525.79834,1.69E-04,,591.90968,5.22E-02,,591.909676,2.90E-03,,789.13361,4.14E+00,,591.909676,3.64E-03,,788.43689,0.00E+00,,789.13361,6.80E-02,,591.90968,1.44E+00
,524.62383,8.50E-04,,592.1386483,3.21E-02,,524.62383,4.22E-03,,592.1386483,-4.42E-03,,592.58785,-4.07E-03,,592.1386483,-1.27E-04,,525.9158,1.20E-04,,586.92,-2.10E-02,,524.62383,3.28E+00,,586.92,-4.10E-03,,586.92,1.78E+00,,525.9158,1.75E-04,,525.9158,1.54E-04,,592.13865,3.37E-02,,592.1386483,4.09E-03,,789.29925,4.08E+00,,592.1386483,-5.56E-03,,788.60262,0.00E+00,,789.29925,6.96E-02,,592.13865,1.43E+00
,524.73867,6.44E-03,,592.3676321,3.80E-02,,524.73867,0.00E+00,,592.3676321,2.01E-02,,592.81648,2.98E-02,,592.3676321,4.05E-02,,526.03326,1.19E-04,,587.15,-5.88E-03,,524.73867,3.25E+00,,587.15,2.23E-03,,587.15,1.79E+00,,526.03326,1.51E-04,,526.03326,1.50E-04,,592.36763,5.38E-02,,592.3676321,1.92E-03,,789.4649,4.01E+00,,592.3676321,3.49E-03,,788.76835,0.00E+00,,789.4649,6.87E-02,,592.36763,1.43E+00
,524.85351,0.00E+00,,592.5966275,3.51E-02,,524.85351,2.44E-02,,592.5966275,-5.57E-03,,593.04513,-1.29E-03,,592.5966275,3.71E-03,,526.15073,1.23E-04,,587.38,2.52E-03,,524.85351,3.24E+00,,587.38,-4.24E-03,,587.38,1.90E+00,,526.15073,1.71E-04,,526.15073,8.87E-05,,592.59663,3.58E-02,,592.5966275,-2.51E-03,,789.63055,3.97E+00,,592.5966275,4.62E-04,,788.93409,0.00E+00,,789.63055,7.06E-02,,592.59663,1.42E+00
,524.96836,0.00E+00,,592.8256344,3.74E-02,,524.96836,0.00E+00,,592.8256344,4.37E-02,,593.27378,2.52E-02,,592.8256344,3.83E-02,,526.2682,1.31E-04,,587.61,7.56E-03,,524.96836,3.15E+00,,587.61,3.95E-03,,587.61,1.92E+00,,526.2682,1.78E-04,,526.2682,9.09E-05,,592.82563,6.24E-02,,592.8256344,5.85E-03,,789.79621,3.96E+00,,592.8256344,3.69E-03,,789.09983,0.00E+00,,789.79621,7.09E-02,,592.82563,1.42E+00
,525.08321,8.62E-03,,593.0546529,3.00E-02,,525.08321,1.03E-02,,593.0546529,-1.34E-02,,593.50245,-2.44E-03,,593.0546529,1.16E-03,,526.38568,1.35E-04,,587.84,-1.96E-03,,525.08321,3.16E+00,,587.84,8.17E-03,,587.84,2.04E+00,,526.38568,1.84E-04,,526.38568,8.03E-05,,593.05465,3.14E-02,,593.0546529,-2.30E-03,,789.96186,3.87E+00,,593.0546529,-8.45E-03,,789.26557,0.00E+00,,789.96186,7.27E-02,,593.05465,1.40E+00
,525.19806,0.00E+00,,593.2836829,3.88E-02,,525.19806,0.00E+00,,593.2836829,3.93E-02,,593.73113,2.23E-02,,593.2836829,3.05E-02,,526.50315,1.33E-04,,588.07,-2.38E-02,,525.19806,3.19E+00,,588.07,1.57E-03,,588.07,2.08E+00,,526.50315,1.66E-04,,526.50315,1.01E-04,,593.28368,6.08E-02,,593.2836829,2.34E-03,,790.12753,3.84E+00,,593.2836829,3.91E-04,,789.43132,0.00E+00,,790.12753,7.28E-02,,593.28368,1.41E+00
,525.31292,5.07E-03,,593.5127245,3.99E-02,,525.31292,6.57E-03,,593.5127245,-2.50E-02,,593.95982,3.65E-03,,593.5127245,1.05E-03,,526.62064,1.38E-04,,588.3,-4.00E-02,,525.31292,3.16E+00,,588.3,6.49E-04,,588.3,2.22E+00,,526.62064,1.72E-04,,526.62064,1.25E-04,,593.51272,4.37E-02,,593.5127245,4.35E-03,,790.29319,3.77E+00,,593.5127245,1.91E-03,,789.59708,0.00E+00,,790.29319,7.44E-02,,593.51272,1.42E+00
,525.42778,0.00E+00,,593.7417776,4.17E-02,,525.42778,0.00E+00,,593.7417776,5.62E-02,,594.18852,2.28E-02,,593.7417776,4.09E-02,,526.73812,1.43E-04,,588.53,-1.43E-02,,525.42778,3.13E+00,,588.53,-2.26E-03,,588.53,2.21E+00,,526.73812,1.60E-04,,526.73812,1.27E-04,,593.74178,6.58E-02,,593.7417776,2.78E-03,,790.45887,3.71E+00,,593.7417776,7.19E-03,,789.76283,0.00E+00,,790.45887,7.53E-02,,593.74178,1.42E+00
,525.54265,2.43E-02,,593.9708423,3.26E-02,,525.54265,8.68E-03,,593.9708423,-1.07E-02,,594.41724,-6.41E-03,,593.9708423,5.95E-03,,526.85561,1.68E-04,,588.76,-2.32E-02,,525.54265,3.15E+00,,588.76,1.81E-02,,588.76,2.40E+00,,526.85561,1.73E-04,,526.85561,1.27E-04,,593.97084,4.34E-02,,593.9708423,7.37E-05,,790.62454,3.69E+00,,593.9708423,-9.12E-04,,789.9286,0.00E+00,,790.62454,7.67E-02,,593.97084,1.41E+00
,525.65752,0.00E+00,,594.1999185,3.50E-02,,525.65752,0.00E+00,,594.1999185,3.38E-02,,594.64596,3.33E-02,,594.1999185,3.80E-02,,526.9731,1.56E-04,,588.99,-3.22E-02,,525.65752,3.14E+00,,588.99,-5.56E-03,,588.99,2.41E+00,,526.9731,1.75E-04,,526.9731,9.29E-05,,594.19992,7.05E-02,,594.1999185,4.46E-03,,790.79022,3.61E+00,,594.1999185,8.30E-03,,790.09436,0.00E+00,,790.79022,7.65E-02,,594.19992,1.42E+00
,525.77239,0.00E+00,,594.4290062,3.50E-02,,525.77239,2.49E-02,,594.4290062,-1.67E-02,,594.8747,5.76E-03,,594.4290062,3.29E-03,,527.0906,1.61E-04,,589.21,-4.06E-02,,525.77239,3.15E+00,,589.21,-5.82E-03,,589.21,2.51E+00,,527.0906,1.97E-04,,527.0906,1.20E-04,,594.42901,6.15E-02,,594.4290062,-4.66E-04,,790.9559,3.55E+00,,594.4290062,-1.04E-02,,790.26013,0.00E+00,,790.9559,7.75E-02,,594.42901,1.41E+00
,525.88727,0.00E+00,,594.6581054,2.82E-02,,525.88727,0.00E+00,,594.6581054,2.76E-02,,595.10345,2.51E-02,,594.6581054,3.18E-02,,527.2081,1.43E-04,,589.44,2.27E-02,,525.88727,3.13E+00,,589.44,1.21E-04,,589.44,2.60E+00,,527.2081,1.96E-04,,527.2081,1.31E-04,,594.65811,6.75E-02,,594.6581054,-2.06E-03,,791.12159,3.52E+00,,594.6581054,4.99E-03,,790.42591,0.00E+00,,791.12159,7.78E-02,,594.65811,1.42E+00
,526.00216,1.29E-03,,594.8872162,2.99E-02,,526.00216,8.92E-03,,594.8872162,-2.20E-02,,595.33221,3.58E-03,,594.8872162,5.08E-03,,527.3256,1.42E-04,,589.67,-2.10E-02,,526.00216,3.10E+00,,589.67,-4.07E-04,,589.67,2.72E+00,,527.3256,1.75E-04,,527.3256,1.54E-04,,594.88722,5.27E-02,,594.8872162,2.64E-03,,791.28728,3.45E+00,,594.8872162,2.98E-03,,790.59169,0.00E+00,,791.28728,7.92E-02,,594.88722,1.40E+00
,526.11704,0.00E+00,,595.1163385,3.83E-02,,526.11704,0.00E+00,,595.1163385,3.52E-02,,595.56098,2.42E-02,,595.1163385,3.39E-02,,527.4431,1.50E-04,,589.9,3.44E-02,,526.11704,3.06E+00,,589.9,2.53E-04,,589.9,2.76E+00,,527.4431,1.60E-04,,527.4431,1.63E-04,,595.11634,7.23E-02,,595.1163385,-1.52E-03,,791.45298,3.42E+00,,595.1163385,9.58E-03,,790.75747,0.00E+00,,791.45298,7.91E-02,,595.11634,1.42E+00
,526.23194,1.73E-02,,595.3454723,3.43E-02,,526.23194,1.29E-02,,595.3454723,-7.28E-03,,595.78976,6.24E-03,,595.3454723,2.71E-03,,527.56061,1.45E-04,,590.13,-1.96E-03,,526.23194,3.05E+00,,590.13,-1.60E-03,,590.13,2.85E+00,,527.56061,1.77E-04,,527.56061,2.26E-04,,595.34547,5.52E-02,,595.3454723,-6.89E-03,,791.61868,3.36E+00,,595.3454723,-4.45E-03,,790.92326,0.00E+00,,791.61868,7.97E-02,,595.34547,1.41E+00
,526.34683,0.00E+00,,595.5746176,3.08E-02,,526.34683,0.00E+00,,595.5746176,2.52E-02,,596.01855,1.78E-02,,595.5746176,3.90E-02,,527.67813,1.49E-04,,590.36,1.09E-02,,526.34683,3.04E+00,,590.36,-1.20E-03,,590.36,2.92E+00,,527.67813,1.95E-04,,527.67813,2.35E-04,,595.57462,7.37E-02,,595.5746176,2.45E-03,,791.78438,3.29E+00,,595.5746176,6.17E-04,,791.08905,2.46E-02,,791.78438,8.01E-02,,595.57462,1.41E+00
,526.46173,1.57E-02,,595.8037744,3.47E-02,,526.46173,1.08E-02,,595.8037744,-1.45E-02,,596.24736,-2.92E-03,,595.8037744,-1.09E-03,,527.79564,1.29E-04,,590.59,-7.56E-03,,526.46173,3.04E+00,,590.59,-1.60E-03,,590.59,3.12E+00,,527.79564,1.97E-04,,527.79564,1.88E-04,,595.80377,5.54E-02,,595.8037744,-6.94E-03,,791.95009,3.28E+00,,595.8037744,-3.41E-03,,791.25485,0.00E+00,,791.95009,8.11E-02,,595.80377,1.40E+00
,526.57664,0.00E+00,,596.0329427,3.64E-02,,526.57664,0.00E+00,,596.0329427,2.74E-02,,596.47617,2.89E-02,,596.0329427,3.27E-02,,527.91316,1.26E-04,,590.82,1.82E-02,,526.57664,2.98E+00,,590.82,6.72E-03,,590.82,3.14E+00,,527.91316,1.72E-04,,527.91316,1.35E-04,,596.03294,8.06E-02,,596.0329427,6.21E-04,,792.1158,3.22E+00,,596.0329427,4.53E-03,,791.42065,6.47E-02,,792.1158,8.18E-02,,596.03294,1.40E+00
,526.69155,2.01E-02,,596.2621226,3.36E-02,,526.69155,1.60E-02,,596.2621226,-1.07E-02,,596.705,-1.22E-05,,596.2621226,1.97E-03,,528.03068,1.28E-04,,591.05,-3.05E-02,,526.69155,2.97E+00,,591.05,-1.15E-02,,591.05,3.25E+00,,528.03068,1.68E-04,,528.03068,8.87E-05,,596.26212,5.98E-02,,596.2621226,-7.40E-05,,792.28152,3.18E+00,,596.2621226,-3.09E-03,,791.58646,7.93E-03,,792.28152,8.24E-02,,596.26212,1.40E+00
,526.80646,0.00E+00,,596.4913139,3.77E-02,,526.80646,0.00E+00,,596.4913139,3.70E-02,,596.93384,1.97E-02,,596.4913139,3.48E-02,,528.14821,1.45E-04,,591.28,7.00E-03,,526.80646,2.94E+00,,591.28,-3.58E-03,,591.28,3.31E+00,,528.14821,1.71E-04,,528.14821,1.16E-04,,596.49131,7.99E-02,,596.4913139,2.17E-03,,792.44724,3.10E+00,,596.4913139,5.61E-03,,791.75227,9.00E-02,,792.44724,8.35E-02,,596.49131,1.40E+00
,526.92138,1.04E-02,,596.7205167,3.10E-02,,526.92138,3.29E-02,,596.7205167,-1.84E-02,,597.16269,5.52E-03,,596.7205167,5.01E-03,,528.26574,1.69E-04,,591.51,-3.05E-02,,526.92138,2.94E+00,,591.51,-1.18E-02,,591.51,3.49E+00,,528.26574,1.83E-04,,528.26574,1.37E-04,,596.72052,6.79E-02,,596.7205167,-1.57E-04,,792.61296,3.03E+00,,596.7205167,-5.44E-03,,791.91808,6.94E-02,,792.61296,8.38E-02,,596.72052,1.39E+00
,527.03631,0.00E+00,,596.949731,3.75E-02,,527.03631,0.00E+00,,596.949731,2.90E-02,,597.39155,2.75E-02,,596.949731,3.85E-02,,528.38327,1.77E-04,,591.74,-1.99E-02,,527.03631,2.91E+00,,591.74,4.61E-03,,591.74,3.56E+00,,528.38327,1.64E-04,,528.38327,1.82E-04,,596.94973,8.64E-02,,596.949731,2.38E-03,,792.77869,2.99E+00,,596.949731,-9.20E-04,,792.0839,1.35E-01,,792.77869,8.47E-02,,596.94973,1.39E+00
,527.15123,8.50E-04,,597.1789567,2.63E-02,,527.15123,1.38E-02,,597.1789567,-2.35E-02,,597.62043,1.19E-03,,597.1789567,2.20E-03,,528.50081,1.78E-04,,591.97,-7.00E-03,,527.15123,2.88E+00,,591.97,-7.40E-03,,591.97,3.65E+00,,528.50081,1.69E-04,,528.50081,2.11E-04,,597.17896,6.54E-02,,597.1789567,1.79E-03,,792.94442,2.92E+00,,597.1789567,-8.77E-03,,792.24972,7.19E-02,,792.94442,8.45E-02,,597.17896,1.38E+00
,527.26616,0.00E+00,,597.408194,3.58E-02,,527.26616,0.00E+00,,597.408194,1.39E-02,,597.84931,1.81E-02,,597.408194,4.07E-02,,528.61835,1.38E-04,,592.19,2.04E-02,,527.26616,2.82E+00,,592.19,4.74E-03,,592.19,3.76E+00,,528.61835,1.77E-04,,528.61835,2.11E-04,,597.40819,9.33E-02,,597.408194,7.79E-03,,793.11016,2.85E+00,,597.408194,3.27E-03,,792.41555,9.78E-02,,793.11016,8.56E-02,,597.40819,1.39E+00
,527.3811,8.39E-03,,597.6374427,2.79E-02,,527.3811,3.10E-02,,597.6374427,-9.85E-03,,598.07821,-1.18E-03,,597.6374427,-1.88E-03,,528.73589,1.38E-04,,592.42,-1.60E-02,,527.3811,2.83E+00,,592.42,-8.59E-03,,592.42,3.87E+00,,528.73589,2.03E-04,,528.73589,2.03E-04,,597.63744,7.65E-02,,597.6374427,1.04E-03,,793.2759,2.82E+00,,597.6374427,-2.07E-03,,792.58138,1.09E-01,,793.2759,8.51E-02,,597.63744,1.36E+00
,527.49604,0.00E+00,,597.8667029,3.33E-02,,527.49604,0.00E+00,,597.8667029,3.17E-02,,598.30712,2.76E-02,,597.8667029,3.80E-02,,528.85344,1.17E-04,,592.65,-6.44E-03,,527.49604,2.81E+00,,592.65,-1.86E-03,,592.65,3.93E+00,,528.85344,1.93E-04,,528.85344,1.63E-04,,597.8667,8.89E-02,,597.8667029,5.72E-04,,793.44165,2.78E+00,,597.8667029,2.60E-03,,792.74722,1.46E-01,,793.44165,8.60E-02,,597.8667,1.40E+00
,527.61099,1.98E-02,,598.0959746,3.06E-02,,527.61099,1.17E-02,,598.0959746,-1.34E-02,,598.53604,3.51E-03,,598.0959746,1.83E-03,,528.97099,1.43E-04,,592.88,1.40E-03,,527.61099,2.79E+00,,592.88,-5.16E-03,,592.88,4.08E+00,,528.97099,1.85E-04,,528.97099,1.65E-04,,598.09597,7.81E-02,,598.0959746,-1.65E-03,,793.60739,2.70E+00,,598.0959746,-6.72E-03,,792.91306,1.27E-01,,793.60739,8.57E-02,,598.09597,1.38E+00
,527.72594,0.00E+00,,598.3252577,3.60E-02,,527.72594,0.00E+00,,598.3252577,3.73E-02,,598.76497,2.55E-02,,598.3252577,3.41E-02,,529.08854,1.22E-04,,593.11,-7.56E-03,,527.72594,2.81E+00,,593.11,-1.86E-03,,593.11,4.15E+00,,529.08854,1.74E-04,,529.08854,1.29E-04,,598.32526,9.40E-02,,598.3252577,1.33E-03,,793.77315,2.69E+00,,598.3252577,8.74E-03,,793.0789,1.49E-01,,793.77315,8.72E-02,,598.32526,1.38E+00
,527.84089,5.51E-03,,598.5545523,3.26E-02,,527.84089,1.92E-02,,598.5545523,6.77E-03,,598.99391,-1.26E-03,,598.5545523,2.70E-03,,529.2061,1.30E-04,,593.34,1.15E-02,,527.84089,2.75E+00,,593.34,-8.46E-03,,593.34,4.26E+00,,529.2061,1.72E-04,,529.2061,1.41E-04,,598.55455,8.39E-02,,598.5545523,-4.13E-04,,793.9389,2.65E+00,,598.5545523,2.91E-04,,793.24475,1.78E-01,,793.9389,8.65E-02,,598.55455,1.37E+00
,527.95585,0.00E+00,,598.7838583,3.45E-02,,527.95585,0.00E+00,,598.7838583,4.62E-02,,599.22286,2.03E-02,,598.7838583,3.15E-02,,529.32366,1.37E-04,,593.57,-1.96E-03,,527.95585,2.74E+00,,593.57,-3.44E-03,,593.57,4.35E+00,,529.32366,1.58E-04,,529.32366,9.72E-05,,598.78386,1.07E-01,,598.7838583,3.99E-03,,794.10466,2.59E+00,,598.7838583,3.38E-03,,793.4106,1.73E-01,,794.10466,8.79E-02,,598.78386,1.37E+00
